atm_name,transaction_date,No_Of_Withdrawals,total_amount_withdrawn,weekday_monday,weekday_saturday,weekday_sunday,weekday_thursday,weekday_tuesday,weekday_wednesday,working_day_W,day_type_Day of Ashura,day_type_Diwali,day_type_Easter Sunday,day_type_Eid al-Adha,day_type_Eid ul-Fitr,day_type_Feast of Pentecost,day_type_Gandhi Jayanti,day_type_Good Friday,day_type_Holi,day_type_Independence Day,day_type_Labour Day,day_type_Makar Sankranti / Pongal,day_type_Mawlid,day_type_Normal Day,day_type_Palm Sunday,day_type_Republic Day,moving_avg_7d,prev_day_withdrawals,prev_day_amount,lag_1,lag_7
Airport ATM,2015-01-01,79,398100,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,773514.2857142857,129.0,498200.0,498200.0,679200.0
KK Nagar ATM,2015-01-01,257,1154200,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,773071.4285714285,79.0,398100.0,398100.0,1157300.0
Christ College ATM,2015-01-01,134,722600,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,768171.4285714285,257.0,1154200.0,1154200.0,756900.0
Big Street ATM,2015-01-02,128,441400,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,635971.4285714285,134.0,722600.0,722600.0,1366800.0
Mount Road ATM,2015-01-02,187,904900,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,665514.2857142857,128.0,441400.0,441400.0,698100.0
Airport ATM,2015-01-02,121,633400,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,678971.4285714285,187.0,904900.0,904900.0,539200.0
KK Nagar ATM,2015-01-02,102,451200,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,672257.1428571428,121.0,633400.0,633400.0,498200.0
Christ College ATM,2015-01-02,186,832900,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,734371.4285714285,102.0,451200.0,451200.0,398100.0
Big Street ATM,2015-01-03,137,507000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,641914.2857142857,186.0,832900.0,832900.0,1154200.0
Mount Road ATM,2015-01-03,209,1035000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,686542.8571428572,137.0,507000.0,507000.0,722600.0
Airport ATM,2015-01-03,174,1089600,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,779142.8571428572,209.0,1035000.0,1035000.0,441400.0
KK Nagar ATM,2015-01-03,143,867300,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,773771.4285714285,174.0,1089600.0,1089600.0,904900.0
Christ College ATM,2015-01-03,169,877200,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,808600.0,143.0,867300.0,867300.0,633400.0
Big Street ATM,2015-01-04,87,291600,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,785800.0,169.0,877200.0,877200.0,451200.0
Mount Road ATM,2015-01-04,124,436200,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,729128.5714285715,87.0,291600.0,291600.0,832900.0
Airport ATM,2015-01-04,119,529400,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,732328.5714285715,124.0,436200.0,436200.0,507000.0
KK Nagar ATM,2015-01-04,179,688800,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,682871.4285714285,119.0,529400.0,529400.0,1035000.0
Christ College ATM,2015-01-04,55,198700,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,555600.0,179.0,688800.0,688800.0,1089600.0
Big Street ATM,2015-01-05,69,204600,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,460928.5714285714,55.0,198700.0,198700.0,867300.0
Mount Road ATM,2015-01-05,192,1087100,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,490914.28571428574,69.0,204600.0,204600.0,877200.0
Airport ATM,2015-01-05,54,310700,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,493642.85714285716,192.0,1087100.0,1087100.0,291600.0
KK Nagar ATM,2015-01-05,203,1151300,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,595800.0,54.0,310700.0,310700.0,436200.0
Christ College ATM,2015-01-05,211,1153800,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,685000.0,203.0,1151300.0,1151300.0,529400.0
Big Street ATM,2015-01-06,123,468200,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,653485.7142857143,211.0,1153800.0,1153800.0,688800.0
Mount Road ATM,2015-01-06,173,750000,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,732242.8571428572,123.0,468200.0,468200.0,198700.0
Airport ATM,2015-01-06,98,466700,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,769685.7142857143,173.0,750000.0,750000.0,204600.0
KK Nagar ATM,2015-01-06,207,944800,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,749357.1428571428,98.0,466700.0,466700.0,1087100.0
Christ College ATM,2015-01-06,152,607900,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,791814.2857142857,207.0,944800.0,944800.0,310700.0
Big Street ATM,2015-01-07,108,344300,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,676528.5714285715,152.0,607900.0,607900.0,1151300.0
Mount Road ATM,2015-01-07,222,899400,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,640185.7142857143,108.0,344300.0,344300.0,1153800.0
Airport ATM,2015-01-07,112,599200,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,658900.0,222.0,899400.0,899400.0,468200.0
KK Nagar ATM,2015-01-07,178,822900,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,669314.2857142857,112.0,599200.0,599200.0,750000.0
Christ College ATM,2015-01-07,128,563900,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,683200.0,178.0,822900.0,822900.0,466700.0
Big Street ATM,2015-01-08,118,422800,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,608628.5714285715,128.0,563900.0,563900.0,944800.0
Mount Road ATM,2015-01-08,194,820600,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,639014.2857142857,118.0,422800.0,422800.0,607900.0
Airport ATM,2015-01-08,118,568200,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,671000.0,194.0,820600.0,820600.0,344300.0
KK Nagar ATM,2015-01-08,280,1301000,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,728371.4285714285,118.0,568200.0,568200.0,899400.0
Christ College ATM,2015-01-08,143,770200,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,752800.0,280.0,1301000.0,1301000.0,599200.0
Big Street ATM,2015-01-09,109,362400,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,687014.2857142857,143.0,770200.0,770200.0,822900.0
Mount Road ATM,2015-01-09,150,699400,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,706371.4285714285,109.0,362400.0,362400.0,563900.0
Airport ATM,2015-01-09,120,606000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,732542.8571428572,150.0,699400.0,699400.0,422800.0
KK Nagar ATM,2015-01-09,195,816500,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,731957.1428571428,120.0,606000.0,606000.0,820600.0
Christ College ATM,2015-01-09,131,697000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,750357.1428571428,195.0,816500.0,816500.0,568200.0
Big Street ATM,2015-01-10,127,394400,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,620842.8571428572,131.0,697000.0,697000.0,1301000.0
Mount Road ATM,2015-01-10,228,915800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,641642.8571428572,127.0,394400.0,394400.0,770200.0
Airport ATM,2015-01-10,160,956400,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,726500.0,228.0,915800.0,915800.0,362400.0
KK Nagar ATM,2015-01-10,291,1480000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,838014.2857142857,160.0,956400.0,956400.0,699400.0
Christ College ATM,2015-01-10,219,1066100,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,903742.8571428572,291.0,1480000.0,1480000.0,606000.0
Big Street ATM,2015-01-11,126,469700,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,854200.0,219.0,1066100.0,1066100.0,816500.0
Mount Road ATM,2015-01-11,211,587600,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,838571.4285714285,126.0,469700.0,469700.0,697000.0
Airport ATM,2015-01-11,149,673300,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,878414.2857142857,211.0,587600.0,587600.0,394400.0
KK Nagar ATM,2015-01-11,99,361300,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,799200.0,149.0,673300.0,673300.0,915800.0
Christ College ATM,2015-01-11,158,492000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,732857.1428571428,99.0,361300.0,361300.0,956400.0
Big Street ATM,2015-01-12,118,416000,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,580857.1428571428,158.0,492000.0,492000.0,1480000.0
Mount Road ATM,2015-01-12,206,924500,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,560628.5714285715,118.0,416000.0,416000.0,1066100.0
Airport ATM,2015-01-12,98,329700,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,540628.5714285715,206.0,924500.0,924500.0,469700.0
KK Nagar ATM,2015-01-12,296,1518300,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,673585.7142857143,98.0,329700.0,329700.0,587600.0
Christ College ATM,2015-01-12,137,564300,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,658014.2857142857,296.0,1518300.0,1518300.0,673300.0
Big Street ATM,2015-01-13,116,365500,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,658614.2857142857,137.0,564300.0,564300.0,361300.0
Mount Road ATM,2015-01-13,165,590100,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,672628.5714285715,116.0,365500.0,365500.0,492000.0
Airport ATM,2015-01-13,138,746600,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,719857.1428571428,165.0,590100.0,590100.0,416000.0
KK Nagar ATM,2015-01-13,202,816700,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,704457.1428571428,138.0,746600.0,746600.0,924500.0
Christ College ATM,2015-01-13,135,765000,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,766642.8571428572,202.0,816700.0,816700.0,329700.0
Big Street ATM,2015-01-14,80,287400,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,590800.0,135.0,765000.0,765000.0,1518300.0
Mount Road ATM,2015-01-14,161,581400,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,593242.8571428572,80.0,287400.0,287400.0,564300.0
Airport ATM,2015-01-14,129,589600,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,625257.1428571428,161.0,581400.0,581400.0,365500.0
KK Nagar ATM,2015-01-14,243,1057100,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,691971.4285714285,129.0,589600.0,589600.0,590100.0
Christ College ATM,2015-01-14,141,678400,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,682228.5714285715,243.0,1057100.0,1057100.0,746600.0
Big Street ATM,2015-01-15,66,313100,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,610285.7142857143,141.0,678400.0,678400.0,816700.0
Mount Road ATM,2015-01-15,64,261400,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,538342.8571428572,66.0,313100.0,313100.0,765000.0
Airport ATM,2015-01-15,48,178400,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,522771.4285714286,64.0,261400.0,261400.0,287400.0
KK Nagar ATM,2015-01-15,73,263600,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,477371.4285714286,48.0,178400.0,178400.0,581400.0
Christ College ATM,2015-01-15,70,176800,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,418400.0,73.0,263600.0,263600.0,589600.0
Big Street ATM,2015-01-16,73,228000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,299957.14285714284,70.0,176800.0,176800.0,1057100.0
Mount Road ATM,2015-01-16,64,190900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,230314.2857142857,73.0,228000.0,228000.0,678400.0
Airport ATM,2015-01-16,43,208400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,215357.14285714287,64.0,190900.0,190900.0,313100.0
KK Nagar ATM,2015-01-16,79,288000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,219157.14285714287,43.0,208400.0,208400.0,261400.0
Christ College ATM,2015-01-16,53,235800,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,227357.14285714287,79.0,288000.0,288000.0,178400.0
Big Street ATM,2015-01-17,120,331600,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,237071.42857142858,53.0,235800.0,235800.0,263600.0
Mount Road ATM,2015-01-17,85,368700,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,264485.71428571426,120.0,331600.0,331600.0,176800.0
Airport ATM,2015-01-17,71,285200,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,272657.14285714284,85.0,368700.0,368700.0,228000.0
KK Nagar ATM,2015-01-17,134,577300,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,327857.14285714284,71.0,285200.0,285200.0,190900.0
Christ College ATM,2015-01-17,97,236000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,331800.0,134.0,577300.0,577300.0,208400.0
Big Street ATM,2015-01-18,140,349800,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,340628.5714285714,97.0,236000.0,236000.0,288000.0
Mount Road ATM,2015-01-18,81,305100,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,350528.5714285714,140.0,349800.0,349800.0,235800.0
Airport ATM,2015-01-18,82,274400,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,342357.14285714284,81.0,305100.0,305100.0,331600.0
KK Nagar ATM,2015-01-18,96,523100,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,364414.28571428574,82.0,274400.0,274400.0,368700.0
Christ College ATM,2015-01-18,100,375000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,377242.85714285716,96.0,523100.0,523100.0,285200.0
Big Street ATM,2015-01-19,16,26600,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,298571.4285714286,100.0,375000.0,375000.0,577300.0
Mount Road ATM,2015-01-19,136,512500,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,338071.4285714286,16.0,26600.0,26600.0,236000.0
Airport ATM,2015-01-19,134,706600,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,389042.85714285716,136.0,512500.0,512500.0,349800.0
KK Nagar ATM,2015-01-19,229,1198500,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,516671.4285714286,134.0,706600.0,706600.0,305100.0
Christ College ATM,2015-01-19,168,811100,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,593342.8571428572,229.0,1198500.0,1198500.0,274400.0
Big Street ATM,2015-01-20,96,328100,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,565485.7142857143,168.0,811100.0,811100.0,523100.0
Mount Road ATM,2015-01-20,167,646200,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,604228.5714285715,96.0,328100.0,328100.0,375000.0
Airport ATM,2015-01-20,121,381400,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,654914.2857142857,167.0,646200.0,646200.0,26600.0
KK Nagar ATM,2015-01-20,95,480900,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,650400.0,121.0,381400.0,381400.0,512500.0
Christ College ATM,2015-01-20,133,501600,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,621114.2857142857,95.0,480900.0,480900.0,706600.0
Big Street ATM,2015-01-21,96,319700,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,495571.4285714286,133.0,501600.0,501600.0,1198500.0
Mount Road ATM,2015-01-21,116,444200,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,443157.14285714284,96.0,319700.0,319700.0,811100.0
Airport ATM,2015-01-21,103,526000,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,471428.5714285714,116.0,444200.0,444200.0,328100.0
KK Nagar ATM,2015-01-21,114,568600,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,460342.85714285716,103.0,526000.0,526000.0,646200.0
Christ College ATM,2015-01-21,98,391400,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,461771.4285714286,114.0,568600.0,568600.0,381400.0
Big Street ATM,2015-01-22,101,366500,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,445428.5714285714,98.0,391400.0,391400.0,480900.0
Mount Road ATM,2015-01-22,152,510100,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,446642.85714285716,101.0,366500.0,366500.0,501600.0
Airport ATM,2015-01-22,115,514000,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,474400.0,152.0,510100.0,510100.0,319700.0
KK Nagar ATM,2015-01-22,96,475500,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,478871.4285714286,115.0,514000.0,514000.0,444200.0
Christ College ATM,2015-01-22,129,602900,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,489857.14285714284,96.0,475500.0,475500.0,526000.0
Big Street ATM,2015-01-23,74,151300,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,430242.85714285716,129.0,602900.0,602900.0,568600.0
Mount Road ATM,2015-01-23,143,679100,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,471342.85714285716,74.0,151300.0,151300.0,391400.0
Airport ATM,2015-01-23,93,438800,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,481671.4285714286,143.0,679100.0,679100.0,366500.0
KK Nagar ATM,2015-01-23,70,236500,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,442585.71428571426,93.0,438800.0,438800.0,510100.0
Christ College ATM,2015-01-23,112,540100,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,446314.28571428574,70.0,236500.0,236500.0,514000.0
Big Street ATM,2015-01-24,101,315600,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,423471.4285714286,112.0,540100.0,540100.0,475500.0
Mount Road ATM,2015-01-24,153,525900,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,412471.4285714286,101.0,315600.0,315600.0,602900.0
Airport ATM,2015-01-24,118,592000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,475428.5714285714,153.0,525900.0,525900.0,151300.0
KK Nagar ATM,2015-01-24,79,391300,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,434314.28571428574,118.0,592000.0,592000.0,679100.0
Christ College ATM,2015-01-24,146,691700,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,470442.85714285716,79.0,391300.0,391300.0,438800.0
Big Street ATM,2015-01-25,101,266400,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,474714.28571428574,146.0,691700.0,691700.0,236500.0
Mount Road ATM,2015-01-25,80,251500,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,433485.71428571426,101.0,266400.0,266400.0,540100.0
Airport ATM,2015-01-25,80,317100,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,433700.0,80.0,251500.0,251500.0,315600.0
KK Nagar ATM,2015-01-25,95,313400,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,403342.85714285716,80.0,317100.0,317100.0,525900.0
Christ College ATM,2015-01-25,94,329200,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,365800.0,95.0,313400.0,313400.0,592000.0
Big Street ATM,2015-01-26,97,284700,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,350571.4285714286,94.0,329200.0,329200.0,391300.0
Mount Road ATM,2015-01-26,108,354100,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,302342.85714285716,97.0,284700.0,284700.0,691700.0
Airport ATM,2015-01-26,68,290900,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,305842.85714285716,108.0,354100.0,354100.0,266400.0
KK Nagar ATM,2015-01-26,97,480500,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,338557.14285714284,68.0,290900.0,290900.0,251500.0
Christ College ATM,2015-01-26,83,244800,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,328228.5714285714,97.0,480500.0,480500.0,317100.0
Big Street ATM,2015-01-27,91,340300,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,332071.4285714286,83.0,244800.0,244800.0,313400.0
Mount Road ATM,2015-01-27,158,673600,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,381271.4285714286,91.0,340300.0,340300.0,329200.0
Airport ATM,2015-01-27,88,441000,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,403600.0,158.0,673600.0,673600.0,284700.0
KK Nagar ATM,2015-01-27,46,234900,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,386571.4285714286,88.0,441000.0,441000.0,354100.0
Christ College ATM,2015-01-27,94,411100,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,403742.85714285716,46.0,234900.0,234900.0,290900.0
Big Street ATM,2015-01-28,119,378400,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,389157.14285714284,94.0,411100.0,411100.0,480500.0
Mount Road ATM,2015-01-28,181,810900,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,470028.5714285714,119.0,378400.0,378400.0,244800.0
Airport ATM,2015-01-28,105,571000,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,502985.71428571426,181.0,810900.0,810900.0,340300.0
KK Nagar ATM,2015-01-28,107,452800,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,471442.85714285716,105.0,571000.0,571000.0,673600.0
Christ College ATM,2015-01-28,111,551700,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,487257.14285714284,107.0,452800.0,452800.0,441000.0
Big Street ATM,2015-01-29,109,344600,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,502928.5714285714,111.0,551700.0,551700.0,234900.0
Mount Road ATM,2015-01-29,172,659200,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,538371.4285714285,109.0,344600.0,344600.0,411100.0
Airport ATM,2015-01-29,96,480100,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,552900.0,172.0,659200.0,659200.0,378400.0
KK Nagar ATM,2015-01-29,204,1157200,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,602371.4285714285,96.0,480100.0,480100.0,810900.0
Christ College ATM,2015-01-29,94,395700,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,577328.5714285715,204.0,1157200.0,1157200.0,571000.0
Big Street ATM,2015-01-30,117,415100,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,571942.8571428572,94.0,395700.0,395700.0,452800.0
Mount Road ATM,2015-01-30,176,924400,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,625185.7142857143,117.0,415100.0,415100.0,551700.0
Airport ATM,2015-01-30,108,490800,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,646071.4285714285,176.0,924400.0,924400.0,344600.0
